LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2008,Q1/2009,Q2/2009,Q3/2009,Q4/2009
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,247,573,579,867,712
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,51,54,56,61,63
Các khoản dự phòng,14,15,77,-59,29
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-1,-10,35,7,-28
"Lãi, lỗ từ hoạt động đầu tư",-8,-148,-38,169,-282
Chi phí lãi vay,3,2,1,1,3
"Lãi, lỗ từ thanh lý TSCĐ",,,,-2,2
Thu nhập lãi vay và cổ tức,,,,-73,73
Phân bổ lợi thế thương mại,,,,-140,140
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,306,485,711,831,712
"Tăng, giảm các khoản phải thu",-65,-46,28,-91,40
"Tăng, giảm hàng tồn kho",-138,427,106,275,-354
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",144,-82,86,91,297
"Tăng, giảm chi phí trả trước",33,-2,-16,-7,36
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-3,-2,-1,,-4
Thuế thu nhập doanh nghiệp đã nộp,,-44,-237,-4,-8
Tiền thu khác từ hoạt động kinh doanh,,,5,7,4
Tiền chi khác cho hoạt động kinh doanh,-5,-87,-5,-2,-53
Lưu chuyển tiền thuần từ hoạt động kinh doanh,274,650,675,"1,101",670
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-195,-132,-83,-156,-284
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,2,1,3,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",89,-55,55,-200,"-2,123"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",-50,218,178,-262,102
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-31,,,,-18
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,134,-134,208,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",34,13,14,33,9
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,"-1,991","1,991"
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,66,-66
11. Tiền chi khác cho hoạt động đầu tư,,,-802,802,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-154,180,-770,"-1,497",-390
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,4,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,-13,,,73,-70
4. Tiền trả nợ gốc vay,-2,-181,-2,-2,-2
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-333,,,-351,
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,-348,-181,1,-281,-72
Lưu chuyển tiền thuần trong kỳ,-228,650,-93,-677,209
Tiền và tương đương tiền đầu kỳ,567,339,"1,000",876,218
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,12,-31,19,
Tiền và tương đương tiền cuối kỳ,339,"1,000",876,218,426
