LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2013,Q1/2014,Q2/2014,Q3/2014,Q4/2014
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Soát xét,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,KPMG,,,
Ý kiến kiểm toán,,Chấp nhận toàn phần,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"1,840","1,743","1,970","1,723","2,177"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,234,252,257,261,263
Các khoản dự phòng,16,-7,11,3,-4
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",2,-2,-2,-13,9
"Lãi, lỗ từ hoạt động đầu tư",-14,-6,-16,-9,-11
Chi phí lãi vay,,11,12,7,9
"Lãi, lỗ từ thanh lý TSCĐ",9,2,5,1,5
Thu nhập lãi vay và cổ tức,-121,-122,-127,-119,-132
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"1,965","1,871","2,110","1,855","2,317"
"Tăng, giảm các khoản phải thu",243,222,216,-283,-285
"Tăng, giảm hàng tồn kho",82,-614,-491,700,-140
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",44,84,297,-548,126
"Tăng, giảm chi phí trả trước",-6,46,-4,19,-55
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,,-11,-12,-4,-8
Thuế thu nhập doanh nghiệp đã nộp,-381,-370,-320,-449,-383
Tiền thu khác từ hoạt động kinh doanh,,,1,,45
Tiền chi khác cho hoạt động kinh doanh,-31,-379,-6,-144,-73
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,917",848,"1,790","1,146","1,544"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-415,-168,-121,-281,-288
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",5,3,24,14,14
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",273,,-100,-200,-1
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",-270,,"-1,797","1,802",
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-39,,-1,,-2
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,-25,1,2,,17
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",47,25,273,129,133
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,-623,"-1,600","1,600","-2,800",-550
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,-160,,,,
10. Tiền thu khác từ hoạt động đầu tư,350,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-855,"-1,740",-119,"-1,336",-677
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,1,,69,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,,12,241,"1,242",-4
4. Tiền trả nợ gốc vay,,-6,-220,-1,-6
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,-667,"-1,667","-1,667",
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,,-660,"-1,646",-357,-10
Lưu chuyển tiền thuần trong kỳ,"1,061","-1,552",25,-548,857
Tiền và tương đương tiền đầu kỳ,"1,684","2,746","1,193","1,220",670
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,2,-2,
Tiền và tương đương tiền cuối kỳ,"2,746","1,193","1,220",670,"1,528"
