LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q3/2012,Q4/2012,Q1/2013,Q2/2013,Q3/2013
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Soát xét,VST Tính,VST Tính
Công ty kiểm toán,,,KPMG,,
Ý kiến kiểm toán,,,Chấp nhận toàn phần,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"1,666","1,894","1,868","2,247","2,056"
2. Điều chỉnh cho các khoản,-7,,,,
Khấu hao TSCĐ và BĐSĐT,140,146,153,182,217
Các khoản dự phòng,-3,-19,7,8,2
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",18,12,-11,7,15
"Lãi, lỗ từ hoạt động đầu tư",-41,291,3,-6,-18
Chi phí lãi vay,,,,,
"Lãi, lỗ từ thanh lý TSCĐ",,21,1,-1,1
Thu nhập lãi vay và cổ tức,,-363,-79,-113,-104
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"1,772","1,983","1,944","2,323","2,169"
"Tăng, giảm các khoản phải thu",130,144,-56,-124,-101
"Tăng, giảm hàng tồn kho",739,55,-314,-130,621
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",-870,620,-245,-36,-36
"Tăng, giảm chi phí trả trước",10,12,-16,-18,12
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-1,,,,
Thuế thu nhập doanh nghiệp đã nộp,-353,-257,-264,-314,-440
Tiền thu khác từ hoạt động kinh doanh,,,,2,19
Tiền chi khác cho hoạt động kinh doanh,-125,-92,-367,-135,-159
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,303","2,464",682,"1,567","2,086"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-506,-598,-354,-251,-472
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",5,5,3,9,3
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-1,260","1,230",-50,"-1,073",850
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",223,-241,2,29,273
5. Tiền chi đầu tư góp vốn vào đơn vị khác,,88,,,5
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,30,272,-272
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",77,37,70,122,68
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,"-2,537",,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,-110,250,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-1,571","-1,766",-298,-891,455
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",-2,2,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",2,-2,,,
3. Tiền thu từ đi vay,-209,,,,
4. Tiền trả nợ gốc vay,,,,,
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","-1,111",,,"-1,500","-1,667"
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-1,320",,,"-1,500","-1,667"
Lưu chuyển tiền thuần trong kỳ,"-1,589",698,383,-824,874
Tiền và tương đương tiền đầu kỳ,"2,144",555,"1,252","1,633",812
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,-1,-2,3,-2
Tiền và tương đương tiền cuối kỳ,555,"1,252","1,633",812,"1,684"
