LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2004,Q1/2005,Q2/2005,Q4/2005,Q1/2006
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/10-31/12,01/01-31/03
Hợp nhất,Mới nhất,Đơn lẻ,Mới nhất,Mới nhất,Đơn lẻ
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,Chưa kiểm toán
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,544,,,603,
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,89,,,78,
Các khoản dự phòng,4,,,-2,
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,,,1,
"Lãi, lỗ từ hoạt động đầu tư",-57,,,-51,
Chi phí lãi vay,10,,,10,
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,590,,,639,
"Tăng, giảm các khoản phải thu",295,,,-336,
"Tăng, giảm hàng tồn kho",-181,,,-287,
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",-475,,,651,
"Tăng, giảm chi phí trả trước",17,,,-62,
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-8,,,-10,
Thuế thu nhập doanh nghiệp đã nộp,-99,,,,
Tiền thu khác từ hoạt động kinh doanh,2,,,5,
Tiền chi khác cho hoạt động kinh doanh,-14,,,-24,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,126,,,574,
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-173,,,-242,
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,,,2,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,,,,
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",4,,,,
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-246,,,-32,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,,14,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",54,,,-128,
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-361,,,-387,
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,65,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,200,,,567,
4. Tiền trả nợ gốc vay,-244,,,-586,
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-51,,,-248,
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,-95,,,-201,
Lưu chuyển tiền thuần trong kỳ,-330,,,-14,
Tiền và tương đương tiền đầu kỳ,,,,,
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,-1,
Tiền và tương đương tiền cuối kỳ,516,,,500,
