LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q2/2011,Q3/2011,Q4/2011,Q1/2012,Q2/2012
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Soát xét,VST Tính
Công ty kiểm toán,,,,PWC,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"1,308","1,258","1,227","1,540","1,830"
2. Điều chỉnh cho các khoản,,,,,7
Khấu hao TSCĐ và BĐSĐT,103,105,113,120,129
Các khoản dự phòng,22,-19,20,-39,-14
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",-41,16,-2,9,-15
"Lãi, lỗ từ hoạt động đầu tư",-92,-144,339,-122,-116
Chi phí lãi vay,6,3,1,,3
"Lãi, lỗ từ thanh lý TSCĐ",,,22,,
Thu nhập lãi vay và cổ tức,,,-493,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"1,306","1,219","1,228","1,508","1,825"
"Tăng, giảm các khoản phải thu",-517,-224,-34,-254,-198
"Tăng, giảm hàng tồn kho",-905,585,184,-633,-434
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",121,47,282,-15,534
"Tăng, giảm chi phí trả trước",-59,10,27,10,-51
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-4,-6,-1,,-2
Thuế thu nhập doanh nghiệp đã nộp,-207,-204,-203,-189,-275
Tiền thu khác từ hoạt động kinh doanh,,,,,3
Tiền chi khác cho hoạt động kinh doanh,-42,-77,-46,-287,-15
Lưu chuyển tiền thuần từ hoạt động kinh doanh,-307,"1,349","1,436",141,"1,387"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-381,-518,-584,-939,"-1,091"
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",3,28,9,4,3
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,,18,,
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","-1,020","2,064",-943,,18
5. Tiền chi đầu tư góp vốn vào đơn vị khác,,,-18,18,-18
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,100,-100,90,-90
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",115,140,144,99,160
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,"1,170",,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,110
11. Tiền chi khác cho hoạt động đầu tư,205,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-1,079","1,814",-303,-728,-908
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","1,420",,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,-1,-1,-1
3. Tiền thu từ đi vay,521,-209,-104,417,-209
4. Tiền trả nợ gốc vay,-585,-418,-207,,
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,-741,,,"-1,112"
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"1,355","-1,369",-313,416,"-1,321"
Lưu chuyển tiền thuần trong kỳ,-30,"1,794",820,-170,-843
Tiền và tương đương tiền đầu kỳ,223,193,"1,986","3,157","2,983"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,-3,3
Tiền và tương đương tiền cuối kỳ,193,"1,986","3,157","2,983","2,144"
