LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q1/2020,Q2/2020,Q3/2020,Q4/2020,Q1/2021
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Soát xét,VST Tính,VST Tính,VST Tính,Soát xét
Công ty kiểm toán,KPMG,,,,KPMG
Ý kiến kiểm toán,Chấp nhận toàn phần,,,,Chấp nhận toàn phần
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,"3,358","3,711","3,777","2,672","3,154"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,555,557,551,"1,154",561
Các khoản dự phòng,1,7,-2,44,4
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",68,-70,-15,18,-1
"Lãi, lỗ từ hoạt động đầu tư",-167,-227,-456,-589,-236
Chi phí lãi vay,42,38,38,26,13
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,258,-258,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"3,857","4,015","4,152","3,066","3,494"
"Tăng, giảm các khoản phải thu",-98,-799,-156,338,-42
"Tăng, giảm hàng tồn kho",-817,-41,369,219,"-1,637"
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",227,-252,155,-343,730
"Tăng, giảm chi phí trả trước",-121,116,42,-14,-148
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-47,-43,-98,-25,-16
Thuế thu nhập doanh nghiệp đã nộp,-466,-4,-440,"-1,376",-549
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-655,-64,-276,-242,-644
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,880","2,928","3,749","1,623","1,189"
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-388,-286,-260,-331,-174
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",29,35,45,42,30
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-1,875","-2,152","-1,210",356,"-2,030"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",16,13,-20,23,
5. Tiền chi đầu tư góp vốn vào đơn vị khác,,,,,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,6,,16,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",119,102,240,680,145
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-2,100","-2,282","-1,204",784,"-2,029"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,-14,,,99
3. Tiền thu từ đi vay,,,,"7,769","2,710"
4. Tiền trả nợ gốc vay,960,364,"2,932","-10,009",-784
5. Tiền trả nợ gốc thuê tài chính,-231,-190,"-2,704","3,125",
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","-1,790",-10,"-2,612","-3,515","-2,090"
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"-1,062",150,"-2,384","-2,630",-65
Lưu chuyển tiền thuần trong kỳ,"-1,282",797,161,-223,-905
Tiền và tương đương tiền đầu kỳ,"2,665","1,380","2,177","2,336","2,111"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,-3,,-2,-1,-8
Tiền và tương đương tiền cuối kỳ,"1,380","2,177","2,336","2,111","1,198"
