LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q2/2006,Q3/2006,Q4/2006,Q1/2007,Q2/2007
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Đơn lẻ,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,,,663,323,-323
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,,,101,28,-28
Các khoản dự phòng,,,15,26,-26
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,,2,,
"Lãi, lỗ từ hoạt động đầu tư",,,-55,-21,21
Chi phí lãi vay,,,44,2,-2
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,,770,358,-358
"Tăng, giảm các khoản phải thu",,,203,24,-24
"Tăng, giảm hàng tồn kho",,,125,61,-61
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",,,-527,-14,14
"Tăng, giảm chi phí trả trước",,,4,8,-8
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,,,-21,-2,2
Thuế thu nhập doanh nghiệp đã nộp,,,,,
Tiền thu khác từ hoạt động kinh doanh,,,51,73,-73
Tiền chi khác cho hoạt động kinh doanh,,,-106,-109,109
Lưu chuyển tiền thuần từ hoạt động kinh doanh,,,499,399,-399
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,,-610,-145,145
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,,,,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,,-279,"-1,300","1,300"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,,73,120,-120
5. Tiền chi đầu tư góp vốn vào đơn vị khác,,,-129,-3,3
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,22,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,,66,4,-4
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,-138,,
10. Tiền thu khác từ hoạt động đầu tư,,,405,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,,,-589,"-1,324","1,324"
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,"1,183","-1,183"
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,
3. Tiền thu từ đi vay,,,"1,052",,
4. Tiền trả nợ gốc vay,,,"-1,014",-3,3
5. Tiền trả nợ gốc thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,,-291,-207,207
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,,,-253,974,-974
Lưu chuyển tiền thuần trong kỳ,,,-343,49,-49
Tiền và tương đương tiền đầu kỳ,,,,157,206
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,,
Tiền và tương đương tiền cuối kỳ,,,157,206,
