LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q2/2011,Q3/2011,Q4/2011,Q1/2012,Q2/2012
Giai đoạn,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06
Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"1,516","1,015","3,283","1,975","2,101"
2. Chi phí lãi và các chi phí tương tự đã trả,"-1,553","-1,450","-1,869","-1,574","-1,921"
3. Thu nhập từ hoạt động dịch vụ nhận được,24,29,128,72,24
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",34,14,-6,20,7
5. Thu nhập khác,,1,70,,88
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,,,,
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-247,-295,-315,-279,-262
8. Tiền thuế thu nhập thực nộp trong kỳ,-51,-50,-40,-110,-75
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,-276,-736,"1,250",104,-36
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","-1,005",299,"-2,345","-4,796","-4,862"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,-48,"-2,951","3,342","1,924","-1,415"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,3,1,5,1,-2
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-1,797","-1,384",-941,"-2,399",865
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,,,-1,,
14. (Tăng)/Giảm khác về tài sản hoạt động,333,189,-776,-215,"-1,211"
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,1,"1,231",254,"-1,785",400
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",360,"3,812","-5,567","4,203","3,446"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"5,366",-534,"2,175","7,094","2,855"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),66,"2,759","5,630","-6,577",-388
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",38,11,-206,9,52
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,,,,
21. Tăng/(Giảm) khác về công nợ hoạt động,-481,45,351,-28,"1,086"
22. Chi từ các quỹ của TCTD,-30,-4,34,,
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"2,529","2,737","3,205","-2,465",790
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-12,-9,-39,-27,-28
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,,,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",-1,"-1,238","1,226",,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,,,,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",5,1,3,1,-1
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-8,"-1,246","1,191",-26,-28
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,"1,318","-1,318",,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,-179,179,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",-227,7,-392,-1,-186
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,-227,"1,146","-1,531",-1,-186
IV- Lưu chuyển tiền thuần trong kỳ,"2,294","2,637","2,865","-2,492",575
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,,,"20,213",
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"2,294","2,637","2,865","17,721",575
