LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q3/2012,Q4/2012,Q1/2013,Q2/2013,Q3/2013
Giai đoạn,01/07-30/09,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09
Hợp nhất,Mới nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,VST Tính,Chưa kiểm toán,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"6,699","-3,222","2,143","2,643",827
2. Chi phí lãi và các chi phí tương tự đã trả,"-7,176","3,579","-2,615","-1,979","-1,292"
3. Thu nhập từ hoạt động dịch vụ nhận được,25,31,34,54,20
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,52,53,27,32
5. Thu nhập khác,14,7,15,-9,53
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",3,-2,,,2
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","-1,027",88,-428,-294,-455
8. Tiền thuế thu nhập thực nộp trong kỳ,-114,34,,-37,-44
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,"-1,577",565,-798,406,-857
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","-7,875","1,185","10,624","2,422","-1,386"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-5,348","8,893","2,019",-923,"-3,069"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,3,-3,-34,33,7
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-16,386","4,819","1,913","-3,452","-7,009"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,,,,,-7
14. (Tăng)/Giảm khác về tài sản hoạt động,"-2,792","3,615","-1,164",240,476
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,-800,,,
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","-2,435","1,005","-10,501","1,434","1,792"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"20,551","-4,690",813,"-1,550","3,722"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),28,-535,"-2,199",447,"6,213"
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",66,-20,38,19,22
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,,,,6
21. Tăng/(Giảm) khác về công nợ hoạt động,"1,830","-7,670",193,-77,55
22. Chi từ các quỹ của TCTD,,,,,
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-13,935","6,366",903,"-1,001",-35
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,"-1,750","1,677",-30,-5,-305
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,538,,1,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,-71,71,-17,17,2
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",-960,960,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",,24,,8,
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",4,7,,2,1
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,"-2,776","3,276",-47,23,-303
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,"4,054","-4,051",,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",-61,-22,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,"3,993","-4,074",,,
IV- Lưu chuyển tiền thuần trong kỳ,"-12,718","5,569",855,-978,-337
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,519,"11,667",,
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"-18,297","11,667",,,"11,206"
