LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q1/2015,Q2/2015,Q3/2015,Q4/2015,Q1/2016
Giai đoạn,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12,01/01-31/03
Hợp nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất,Hợp nhất
Kiểm toán,Chưa kiểm toán,VST Tính,VST Tính,VST Tính,Chưa kiểm toán
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"1,784","2,673","2,476","3,111","2,967"
2. Chi phí lãi và các chi phí tương tự đã trả,"-1,903","-1,978","-1,762","-1,329","-2,586"
3. Thu nhập từ hoạt động dịch vụ nhận được,23,38,38,-2,27
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",39,12,-38,-10,21
5. Thu nhập khác,-1,11,-69,26,1
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",2,18,168,10,39
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",-429,-314,-577,-618,-477
8. Tiền thuế thu nhập thực nộp trong kỳ,-45,-72,-1,-107,-82
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,-530,388,235,"1,081",-91
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","3,453",-749,648,-651,-157
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,52,"-4,619","3,618",-502,-941
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,6,13,,,
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-7,805","-6,701","-3,924","-11,528","-6,219"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,,-24,-17,-276,
14. (Tăng)/Giảm khác về tài sản hoạt động,-852,"1,801","-2,748","1,286",952
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,-761,2,15,"4,209","-3,707"
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","-15,986","5,062","1,543","9,384","-3,683"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"11,374","6,354","3,051","4,822","5,988"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),"1,690",10,-43,"2,692",180
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",10,44,316,-170,-4
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,,8,6,86,-63
21. Tăng/(Giảm) khác về công nợ hoạt động,263,-314,228,-341,87
22. Chi từ các quỹ của TCTD,,,,,
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,"-9,088","1,274","2,929","10,090","-7,660"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-20,-11,-28,-45,-9
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",,,2,-1,
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,-1,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",15,2,,11,15
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,3,,5,1
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-5,-6,-26,-31,7
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,620,-620,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,-1,,-1,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,-1,620,-621,
IV- Lưu chuyển tiền thuần trong kỳ,"-9,093","1,267","3,523","9,439","-7,653"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,"28,625",,,,"33,761"
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,"19,532","1,267","3,523","9,439","26,108"
