LƯU CHUYỂN TIỀN TỆ TRỰC TIẾP,Q4/2018,Q1/2019,Q2/2019,Q3/2019,Q4/2019
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Thu nhập lãi và các khoản thu nhập tương tự nhận được,"7,110","6,172","5,780","6,432","10,424"
2. Chi phí lãi và các chi phí tương tự đã trả,"-5,021","-3,955","-4,355","-3,932","-4,532"
3. Thu nhập từ hoạt động dịch vụ nhận được,559,76,161,10,314
"4- Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",746,-762,"1,209",107,177
5. Thu nhập khác,-48,16,-5,113,-44
"6. Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",40,7,18,10,127
"7. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","-1,213",-771,-816,-991,"-1,256"
8. Tiền thuế thu nhập thực nộp trong kỳ,-115,-192,-156,810,"-1,204"
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,"2,057",592,"1,836","2,559","4,006"
Những thay đổi về tài sản hoạt động,,,,,
"9. (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","1,569",47,205,270,"5,221"
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,"-8,577","-2,627","6,246","6,533","17,462"
11. (Tăng)/Giảm các công cụ tài chính phái sinh và các công cụ tài chính khác,-58,3,-46,-52,-20
12. (Tăng)/Giảm các khoản cho vay khách hàng,"-19,959","-9,026","-13,992","-12,772","-12,383"
13. Giảm nguồn dự phòng để bù đắp tổn thất các khoản,-704,-96,-21,-191,"-3,430"
14. (Tăng)/Giảm khác về tài sản hoạt động,"2,715","-1,461","-1,348","-6,242","-2,052"
Những thay đổi về công nợ hoạt động,,,,,
15. Tăng/(Giảm) các khoản nợ chính phủ và NHNN,"9,348","-10,980","1,551",-28,"-2,030"
"16. Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng","5,120","8,440","-9,689","7,554","-2,614"
17. Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),"5,818","7,716","11,526","1,773","12,997"
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tình vào hoạt động tài chính),"2,350","3,797","3,677","4,155","-1,618"
"19. Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",220,22,288,393,334
20. Tăng/(Giảm) các công cụ tài chính phái sinh và các khoản nợ tài chính khác,-8,,,,
21. Tăng/(Giảm) khác về công nợ hoạt động,517,-412,320,"-1,356",941
22. Chi từ các quỹ của TCTD,,,,,
I - Lưu chuyển tiền thuần từ hoạt động kinh doanh,408,"-3,985",552,"2,596","16,814"
Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1. Mua sắm tài sản cố định,-67,-44,-17,-45,-40
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ",1,,1,1,1
"3. Tiền chi từ thanh lý, nhượng bán TSCĐ",,,,,
4. Mua sắm bất động sản đầu tư,,,,,
"5. Tiền thu từ bán, thanh lý bất động sản đầu tư",,,,,
"6. Tiền chi ra do bán, thanh lý bất động sản đầu tư",,,,,
"7. Tiền chi đầu tư, góp vốn vào các đơn vị khác (mua công ty con, góp vốn liên doanh, liên kết, đầu tư dài hạn khác)",-5,,,,
"8. Tiền thu đầu tư, góp vốn vào các đơn vị khác (bán, thanh lý Công ty con, góp vốn liên doanh,  liên kết, đầu tư dài hạn khác)",13,8,,,13
"9. Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,1,,1,
II- Lưu chuyển tiền thuần từ hoạt động đầu tư,-57,-35,-16,-44,-27
Lưu chuyển tiền từ hoạt động tài chính,,,,,
1. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,,,,
2. Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
3. Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,,,,
"4. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,,,,
5. Tiền chi ra mua cổ phiếu quỹ,,,,,
6. Tiền thu được do bán cổ phiếu quỹ,,,,,
III- Lưu chuyển tiền thuần từ hoạt động tài chính,,,,,
IV- Lưu chuyển tiền thuần trong kỳ,351,"-4,020",536,"2,553","16,787"
V- Tiền và các khoản tương đương tiền tại thời điểm đầu kỳ,,"34,966",,,
VI- Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,,,
VII. Tiền và các khoản tương đương tiền tại thời điểm cuối kỳ,351,"30,947",536,"2,553","16,787"
